N,L,r,num_samples,model,gens,ancestors
1000000.0,1000000.0,1e-08,10000,100000,1000,17139
1000000.0,1000000.0,1e-08,10000,100000,1000,17042
1000000.0,1000000.0,1e-08,10000,100000,1000,17231
1000000.0,1000000.0,1e-08,10000,100000,1000,17285
1000000.0,1000000.0,1e-08,10000,100000,1000,17369
1000000.0,1000000.0,1e-08,10000,100000,1000,17166
1000000.0,1000000.0,1e-08,10000,100000,1000,17295
1000000.0,1000000.0,1e-08,10000,100000,1000,17265
1000000.0,1000000.0,1e-08,10000,100000,1000,17176
1000000.0,1000000.0,1e-08,10000,1000000,1000,13251
1000000.0,1000000.0,1e-08,10000,1000000,1000,13331
1000000.0,1000000.0,1e-08,10000,1000000,1000,13223
1000000.0,1000000.0,1e-08,10000,1000000,1000,13222
1000000.0,1000000.0,1e-08,10000,1000000,1000,13392
1000000.0,1000000.0,1e-08,10000,1000000,1000,13186
1000000.0,1000000.0,1e-08,10000,1000000,1000,13230
1000000.0,1000000.0,1e-08,10000,1000000,1000,13272
1000000.0,1000000.0,1e-08,10000,1000000,1000,13319
1000000.0,1000000.0,1e-08,10000,1000000,1000,13167
1000000.0,1000000.0,1e-08,10000,1000000,1000,13206
1000000.0,1000000.0,1e-08,10000,1000000,1000,13457
1000000.0,1000000.0,1e-08,10000,1000000,1000,13290
1000000.0,1000000.0,1e-08,10000,1000000,1000,13284
1000000.0,1000000.0,1e-08,10000,1000000,1000,13264
1000000.0,1000000.0,1e-08,10000,1000000,1000,13321
1000000.0,1000000.0,1e-08,10000,1000000,1000,13263
1000000.0,1000000.0,1e-08,10000,1000000,1000,13237
1000000.0,1000000.0,1e-08,10000,1000000,1000,13289
1000000.0,1000000.0,1e-08,10000,1000000,1000,13440
1000000.0,1000000.0,1e-08,10000,1000000,1000,13310
1000000.0,1000000.0,1e-08,10000,1000000,1000,13203
1000000.0,1000000.0,1e-08,10000,1000000,1000,13215
1000000.0,1000000.0,1e-08,10000,smc_k,1000,21264
1000000.0,1000000.0,1e-08,10000,1000000,1000,13221
1000000.0,1000000.0,1e-08,10000,smc_k,1000,21374
1000000.0,1000000.0,1e-08,10000,smc_k,1000,21031
1000000.0,1000000.0,1e-08,10000,1000000,1000,13311
1000000.0,1000000.0,1e-08,10000,smc_k,1000,21584
1000000.0,1000000.0,1e-08,10000,smc_k,1000,21272
1000000.0,1000000.0,1e-08,10000,smc_k,1000,21191
1000000.0,1000000.0,1e-08,10000,smc_k,1000,21129
1000000.0,1000000.0,1e-08,10000,smc_k,1000,21076
1000000.0,1000000.0,1e-08,10000,smc_k,1000,21164
1000000.0,1000000.0,1e-08,10000,smc_k,1000,21158
1000000.0,1000000.0,1e-08,10000,smc_k,1000,21367
1000000.0,1000000.0,1e-08,10000,smc_k,1000,21090
1000000.0,1000000.0,1e-08,10000,smc_k,1000,21036
1000000.0,1000000.0,1e-08,10000,smc_k,1000,21231
1000000.0,1000000.0,1e-08,10000,Hudson,1000,13372
1000000.0,1000000.0,1e-08,10000,Hudson,1000,13347
1000000.0,1000000.0,1e-08,10000,Hudson,1000,13334
1000000.0,1000000.0,1e-08,10000,smc_k,1000,21148
1000000.0,1000000.0,1e-08,10000,Hudson,1000,13177
1000000.0,1000000.0,1e-08,10000,Hudson,1000,13457
1000000.0,1000000.0,1e-08,10000,Hudson,1000,13373
1000000.0,1000000.0,1e-08,10000,Hudson,1000,13258
1000000.0,1000000.0,1e-08,10000,Hudson,1000,13398
1000000.0,1000000.0,1e-08,10000,Hudson,1000,13386
1000000.0,1000000.0,1e-08,10000,Hudson,1000,13264
1000000.0,1000000.0,1e-08,10000,Hudson,1000,13391
1000000.0,1000000.0,1e-08,10000,Hudson,1000,13421
1000000.0,1000000.0,1e-08,10000,Hudson,1000,13332
1000000.0,1000000.0,1e-08,10000,Hudson,1000,13358
1000000.0,1000000.0,1e-08,10000,Hudson,1000,13426
1000000.0,1000000.0,1e-08,10000,Hudson,1000,13322
1000000.0,1000000.0,1e-08,10000,Hudson,1000,13412
1000000.0,1000000.0,1e-08,10000,Hudson,1000,13280
1000000.0,1000000.0,1e-08,10000,smc_k,1000,21079
1000000.0,1000000.0,1e-08,10000,Hudson,1000,13442
1000000.0,1000000.0,1e-08,10000,Hudson,1000,13269
1000000.0,1000000.0,1e-08,10000,Hudson,1000,13277
1000000.0,1000000.0,1e-08,10000,Hudson,1000,13577
1000000.0,1000000.0,1e-08,10000,Hudson,1000,13399
1000000.0,1000000.0,1e-08,10000,Hudson,1000,13310
1000000.0,1000000.0,1e-08,10000,Hudson,1000,13259
1000000.0,1000000.0,1e-08,10000,smc_k,1000,21256
1000000.0,1000000.0,1e-08,10000,dtwf,1000,13222
1000000.0,1000000.0,1e-08,10000,dtwf,1000,13278
1000000.0,1000000.0,1e-08,10000,dtwf,1000,13208
1000000.0,1000000.0,1e-08,10000,smc_k,1000,21365
1000000.0,1000000.0,1e-08,10000,dtwf,1000,13256
1000000.0,1000000.0,1e-08,10000,smc_k,1000,21380
1000000.0,1000000.0,1e-08,10000,smc_k,1000,21217
1000000.0,1000000.0,1e-08,10000,dtwf,1000,13244
1000000.0,1000000.0,1e-08,10000,dtwf,1000,13225
1000000.0,1000000.0,1e-08,10000,dtwf,1000,13145
1000000.0,1000000.0,1e-08,10000,smc_k,1000,21295
1000000.0,1000000.0,1e-08,10000,dtwf,1000,13281
1000000.0,1000000.0,1e-08,10000,dtwf,1000,13493
1000000.0,1000000.0,1e-08,10000,dtwf,1000,13418
1000000.0,1000000.0,1e-08,10000,smc_k,1000,21026
1000000.0,1000000.0,1e-08,10000,dtwf,1000,13185
1000000.0,1000000.0,1e-08,10000,dtwf,1000,13136
1000000.0,1000000.0,1e-08,10000,dtwf,1000,13201
1000000.0,1000000.0,1e-08,10000,dtwf,1000,13258
1000000.0,1000000.0,1e-08,10000,dtwf,1000,13385
1000000.0,1000000.0,1e-08,10000,dtwf,1000,13136
1000000.0,1000000.0,1e-08,10000,smc_k,1000,21435
1000000.0,1000000.0,1e-08,10000,dtwf,1000,13270
1000000.0,1000000.0,1e-08,10000,dtwf,1000,13345
1000000.0,1000000.0,1e-08,10000,smc_k,1000,21123
1000000.0,1000000.0,1e-08,10000,dtwf,1000,13359
1000000.0,1000000.0,1e-08,10000,dtwf,1000,13248
1000000.0,1000000.0,1e-08,10000,dtwf,1000,13332
1000000.0,1000000.0,1e-08,10000,dtwf,1000,13530
1000000.0,1000000.0,1e-08,10000,dtwf,1000,13283
1000000.0,1000000.0,1e-08,10000,dtwf,1000,13147
1000000.0,1000000.0,1e-08,10000,dtwf,1000,13392
1000000.0,1000000.0,1e-08,10000,smc_k,1000,21314
